[header]
width=51
height=33
tilewidth=32
tileheight=32

[tilesets]
tileset=CouloirsOK.png,32,32,0,0

[layer]
type=Calque de Tile 1
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,18,20,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,24,18,18,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,6,16,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,5,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9,16,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,8,9,8,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,12,16,1,0,0,0,0,0,0,
0,24,18,18,18,18,18,10,11,12,11,6,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,0,0,0,0,10,2,2,16,1,0,0,0,0,0,0,
0,17,5,6,5,6,5,6,2,2,2,9,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,16,0,0,0,0,26,3,2,16,1,0,0,0,0,0,0,
0,17,8,9,4,9,8,9,2,2,2,12,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,16,0,0,0,0,13,2,2,15,1,1,0,0,0,0,0,
0,17,11,12,7,12,11,12,2,2,2,2,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,15,18,18,18,18,10,2,2,3,1,1,0,0,0,0,0,
0,17,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,5,6,5,6,2,2,14,1,1,0,0,0,0,0,
0,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,9,8,9,8,9,2,2,16,1,1,0,0,0,0,0,
0,22,19,19,19,19,19,13,2,2,2,14,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,2,2,11,12,11,12,11,12,2,2,16,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,15,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,2,2,2,2,2,2,2,2,16,1,1,1,0,0,0,0,
0,0,0,0,0,0,0,10,2,2,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,2,2,2,2,2,2,2,2,15,18,1,1,0,0,0,0,
0,0,0,0,0,0,0,3,2,2,2,8,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,19,19,19,19,19,19,13,2,2,2,3,1,0,0,0,0,0,
0,0,0,0,0,0,0,13,2,2,2,11,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,2,3,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,18,20,0,0,17,2,2,14,19,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,2,2,16,0,0,0,0,24,18,18,20,0,0,0,0,0,0,0,0,0,0,0,0,17,5,6,16,0,0,17,2,2,16,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,14,19,23,0,0,24,18,10,5,6,15,18,18,18,18,18,18,18,18,18,18,18,18,10,8,9,16,0,0,17,2,2,15,18,18,18,18,18,20,0,
0,0,0,0,0,0,0,17,2,2,2,15,18,18,18,18,10,5,6,8,9,5,6,5,6,5,6,5,6,5,6,5,6,5,6,11,12,16,0,0,17,2,2,5,6,5,6,5,6,16,0,
0,0,0,0,0,0,0,10,2,2,2,5,6,5,6,5,6,8,9,11,12,8,9,8,9,4,9,8,9,8,9,8,9,8,9,2,2,16,0,0,17,2,2,8,9,8,9,8,9,16,0,
0,0,0,0,0,0,0,3,2,2,2,8,9,8,9,8,9,11,12,2,2,11,12,11,12,7,12,11,12,11,12,11,12,11,12,2,2,15,18,18,10,2,2,11,12,11,12,11,12,16,0,
0,0,0,0,0,0,0,13,2,2,2,11,12,11,12,11,12,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,0,
0,0,0,0,0,0,0,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,0,
0,0,0,0,0,0,1,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,0,
0,0,0,0,0,0,1,10,2,2,2,14,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,2,2,2,14,19,19,13,3,3,14,19,23,0,
0,0,0,0,0,0,1,3,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,2,2,2,16,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,13,2,2,2,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,2,2,2,16,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,17,2,2,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,2,2,2,16,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,2,2,2,16,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,3,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,2,2,16,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,22,13,25,14,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,2,2,2,16,0,0,0,0,0,0,0,0,0,
