[header]
width=58
height=29
tilewidth=32
tileheight=32

[tilesets]
tileset=CouloirsOK.png,32,32,0,0

[layer]
type=Calque de Tile 1
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,18,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,24,18,18,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,5,6,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,4,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,8,4,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,24,18,18,18,18,10,11,7,11,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,10,2,3,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,17,5,6,5,6,5,2,3,2,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,5,6,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,17,8,9,8,9,8,2,2,2,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,8,9,2,2,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,17,11,12,11,12,11,2,2,2,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,11,12,2,2,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,22,19,13,3,14,13,2,2,2,14,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,13,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,1,1,0,17,2,2,2,15,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,2,14,1,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,2,16,1,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,8,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,11,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,18,20,0,0,17,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,2,2,16,0,0,0,0,24,18,18,20,0,0,0,0,0,0,0,0,0,0,0,0,17,5,6,16,0,0,17,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,17,2,2,2,14,19,23,0,0,24,18,10,5,6,15,18,18,18,18,18,18,18,18,18,18,18,18,10,8,9,16,0,0,17,2,2,2,15,18,18,18,18,18,18,18,18,18,18,20,0,0,
0,0,0,0,0,0,1,17,2,2,2,15,18,18,18,18,10,5,6,8,9,5,6,5,6,5,6,5,6,5,6,5,6,5,6,11,12,16,0,0,17,2,2,2,6,5,6,5,6,5,6,5,6,5,6,16,0,0,
0,0,0,0,0,0,1,10,2,2,2,5,6,5,6,5,6,8,9,11,12,8,9,8,9,4,9,8,9,8,9,8,9,8,9,2,2,16,0,0,17,2,2,2,9,8,9,8,9,8,9,8,9,8,9,16,0,0,
0,0,0,0,0,0,1,3,2,2,2,8,9,8,9,8,9,11,12,2,2,11,12,11,12,7,12,11,12,11,12,11,12,11,12,2,2,15,18,18,10,2,2,2,12,11,12,11,12,11,12,11,12,11,12,16,0,0,
0,0,0,0,0,0,1,13,2,2,2,11,12,11,12,11,12,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,0,0,
0,0,0,0,0,0,1,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,0,0,
